State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Karnataka,40.25,Kawasaki,Versys 650,209439.0,2021,142.0,Petrol,30.1,First,2021.0,Expired,Individual,110721.04,Metro
West Bengal,71.47,Tvs,Ronin,280350.0,2022,817.0,Petrol,34.37,Second,2024.0,Expired,Individual,117145.83,Tier 3
Gujarat,56.96,Honda,Activa,169350.0,2024,128.0,Electric,89.84,Second,2024.0,Not Available,Dealer,130929.77,Metro
Madhya Pradesh,23.4,Royal Enfield,Classic 350,237857.0,2022,674.0,Electric,96.0,Third,2022.0,Not Available,Dealer,126989.87,Tier 3
Maharashtra,14.95,Tvs,Ntorq 125,296111.0,2018,771.0,Electric,70.2,Second,2024.0,Not Available,Dealer,156094.29,Tier 2
Tamil Nadu,75.77,Hero,Hf Deluxe,214670.0,2023,863.0,Hybrid,98.34,Second,2023.0,Expired,Dealer,154540.91,Tier 3
Maharashtra,38.64,Honda,Activa,303877.0,2023,897.0,Petrol,29.23,Second,2023.0,Expired,Dealer,198938.91,Metro
Tamil Nadu,40.2,Tvs,Ntorq 125,222303.0,2023,655.0,Electric,81.48,Second,2024.0,Not Available,Individual,90418.7,Tier 1
Maharashtra,31.18,Honda,Activa,211991.0,2018,475.0,Electric,74.19,Second,2022.0,Not Available,Dealer,133472.89,Tier 1
Gujarat,59.43,Royal Enfield,Classic 350,176793.0,2015,524.0,Electric,76.19,Second,2022.0,Not Available,Individual,113762.36,Metro
Tamil Nadu,16.74,Ktm,Rc 390,119648.0,2023,473.0,Electric,96.99,Second,2024.0,Expired,Dealer,60695.73,Tier 3
Rajasthan,13.92,Honda,Unicorn,171628.0,2017,843.0,Electric,90.41,Second,2024.0,Not Available,Dealer,109812.79,Tier 2
Gujarat,30.82,Hero,Xtreme 160R,234746.0,2021,161.0,Hybrid,85.71,First,2021.0,Not Available,Individual,100582.94,Tier 1
Punjab,66.79,Royal Enfield,Hunter 350,145211.0,2021,313.0,Electric,73.69,Second,2023.0,Expired,Individual,133472.89,Tier 1
Gujarat,55.67,Kawasaki,Ninja 300,72439.0,2022,203.0,Electric,72.3,Second,2022.0,Not Available,Individual,55334.24,Tier 3
Maharashtra,75.63,Kawasaki,Z650,219734.0,2016,480.0,Electric,83.91,Second,2023.0,Not Available,Dealer,113663.02,Metro
Karnataka,66.41,Yamaha,Fascino 125,376685.0,2016,710.0,Petrol,27.13,Second,2023.0,Expired,Individual,216642.21,Metro
Karnataka,33.51,Honda,Shine,112210.0,2022,944.0,Petrol,25.17,Third,2022.0,Not Available,Dealer,89014.69,Metro
Delhi,56.53,Tvs,Ntorq 125,181939.0,2023,393.0,Electric,90.44,Second,2023.0,Expired,Dealer,123655.03,Tier 1
Uttar Pradesh,42.53,Honda,Cbr 650R,300304.0,2023,408.0,Electric,73.42,First,2023.0,Expired,Dealer,232946.61,Metro
Maharashtra,31.0,Royal Enfield,Meteor 350,144741.0,2023,506.0,Petrol,25.81,Third,2024.0,Active,Dealer,67374.69,Tier 1
West Bengal,57.19,Royal Enfield,Meteor 350,279934.0,2021,795.0,Hybrid,63.49,Third,2023.0,Expired,Individual,190699.96,Tier 3
Gujarat,71.65,Royal Enfield,Interceptor 650,77234.0,2018,100.0,Petrol,50.24,Second,2021.0,Expired,Individual,42684.1,Tier 2
Gujarat,31.91,Yamaha,Fz V3,351179.0,2020,152.0,Hybrid,77.37,Second,2022.0,Active,Individual,191284.33,Metro
West Bengal,68.99,Kawasaki,Versys 650,146437.0,2016,241.0,Electric,77.58,Second,2023.0,Not Available,Dealer,133472.89,Tier 2
Punjab,47.94,Tvs,Ronin,83258.0,2020,824.0,Electric,65.49,Third,2022.0,Expired,Individual,63804.33,Tier 2
Delhi,71.3,Hero,Hf Deluxe,155030.0,2023,392.0,Electric,62.02,Second,2024.0,Expired,Dealer,78135.33,Tier 2
Gujarat,38.65,Kawasaki,Versys 650,293596.0,2024,905.0,Petrol,35.53,Second,2024.0,Active,Individual,152934.29,Metro
Uttar Pradesh,14.34,Ktm,250 Duke,332903.0,2018,193.0,Hybrid,61.84,Second,2024.0,Active,Dealer,246090.49,Tier 3
Karnataka,27.75,Ktm,390 Adventure,251707.0,2021,403.0,Electric,74.68,Second,2021.0,Active,Dealer,141137.73,Tier 2
Madhya Pradesh,57.61,Tvs,Ronin,179407.0,2024,168.0,Electric,90.65,First,2024.0,Expired,Dealer,105619.7,Tier 3
Karnataka,60.22,Tvs,Ntorq 125,158510.0,2022,334.0,Electric,97.13,Third,2024.0,Expired,Dealer,125015.68,Tier 1
Gujarat,5.13,Ktm,Duke 200,246128.0,2021,714.0,Electric,70.2,Second,2024.0,Not Available,Individual,157736.21,Tier 3
Uttar Pradesh,71.26,Ktm,125 Duke,396271.0,2023,439.0,Petrol,41.72,Second,2023.0,Expired,Dealer,188607.3,Tier 2
Uttar Pradesh,5.13,Honda,Shine,173711.0,2021,647.0,Petrol,52.5,Second,2023.0,Not Available,Dealer,126811.11,Tier 2
Rajasthan,70.63,Kawasaki,Versys 650,198602.0,2022,232.0,Electric,71.71,Third,2022.0,Expired,Individual,149081.41,Tier 2
Punjab,64.26,Honda,Cbr 650R,184766.0,2021,985.0,Petrol,37.75,Second,2021.0,Not Available,Individual,116644.19,Tier 1
Uttar Pradesh,70.08,Yamaha,Mt-15,84507.0,2018,585.0,Electric,76.65,Second,2022.0,Expired,Individual,42031.96,Tier 2
West Bengal,74.06,Honda,Unicorn,342958.0,2020,885.0,Hybrid,69.9,Second,2021.0,Expired,Individual,168843.81,Tier 2
Madhya Pradesh,15.44,Honda,Activa,196341.0,2019,713.0,Petrol,34.76,Second,2021.0,Not Available,Dealer,93577.33,Tier 1
Rajasthan,17.73,Yamaha,R15 V4,113798.0,2021,833.0,Electric,99.02,Third,2021.0,Not Available,Dealer,52373.12,Tier 2
Maharashtra,26.81,Hero,Glamour,114736.0,2018,533.0,Electric,96.91,Second,2022.0,Expired,Individual,67640.15,Tier 2
Karnataka,68.84,Royal Enfield,Hunter 350,252816.0,2021,672.0,Electric,78.41,Second,2024.0,Expired,Individual,149934.18,Tier 3
Punjab,46.68,Hero,Hf Deluxe,77849.0,2021,625.0,Electric,71.21,Third,2023.0,Expired,Dealer,41539.47,Tier 3
Maharashtra,21.67,Yamaha,Ray Zr,245454.0,2023,528.0,Electric,70.2,First,2023.0,Active,Individual,149633.12510143127,Tier 3
Karnataka,35.77,Honda,Shine,193088.0,2022,159.0,Hybrid,61.78,Second,2024.0,Active,Individual,123641.82,Tier 1
Maharashtra,79.89,Kawasaki,Vulcan S,70068.0,2024,345.0,Hybrid,91.01,Second,2024.0,Active,Dealer,133472.89,Tier 3
Gujarat,49.46,Kawasaki,Ninja 400,209473.0,2023,246.0,Hybrid,63.09,First,2023.0,Not Available,Dealer,86434.47,Tier 2
Uttar Pradesh,50.78,Royal Enfield,Classic 350,75068.0,2023,565.0,Hybrid,87.87,Second,2024.0,Expired,Individual,45342.56,Tier 3
West Bengal,32.49,Tvs,Ronin,191137.0,2019,902.0,Electric,96.1,Second,2023.0,Active,Individual,97146.27,Tier 2
Madhya Pradesh,18.92,Honda,Unicorn,117991.0,2017,272.0,Petrol,40.61,Second,2021.0,Expired,Individual,84964.89,Tier 1
Gujarat,69.59,Bajaj,Platina 110,288971.0,2015,758.0,Petrol,25.72,Second,2023.0,Not Available,Individual,137973.74,Tier 2
Gujarat,6.4,Honda,Activa,238664.0,2024,457.0,Hybrid,71.61,Second,2024.0,Not Available,Dealer,146748.13,Tier 1
West Bengal,36.94,Royal Enfield,Himalayan,170910.0,2024,211.0,Electric,61.91,Third,2024.0,Not Available,Individual,103132.98,Tier 2
Delhi,31.8,Royal Enfield,Hunter 350,62554.0,2015,850.0,Electric,94.87,Second,2022.0,Expired,Dealer,37976.67,Tier 2
Maharashtra,6.61,Tvs,Apache Rtr 160,209659.0,2018,111.0,Hybrid,70.2,Second,2024.0,Expired,Dealer,164100.93,Tier 2
Delhi,30.68,Hero,Glamour,293513.0,2022,797.0,Hybrid,85.85,Second,2023.0,Not Available,Dealer,133472.89,Metro
West Bengal,75.3,Royal Enfield,Himalayan,384107.0,2024,722.0,Hybrid,74.33,First,2024.0,Not Available,Individual,260013.88,Metro
Maharashtra,43.84,Royal Enfield,Himalayan,205310.0,2023,227.0,Petrol,27.45,Second,2024.0,Not Available,Dealer,161235.58,Tier 3
Delhi,15.04,Ktm,Duke 200,146504.0,2021,529.0,Electric,79.84,First,2021.0,Expired,Individual,96749.47,Metro
Gujarat,48.8,Ktm,125 Duke,106414.0,2023,959.0,Electric,97.78,Second,2023.0,Active,Dealer,50928.16,Tier 3
Tamil Nadu,31.68,Yamaha,Ray Zr,260913.0,2015,401.0,Petrol,53.91,Second,2022.0,Not Available,Dealer,119481.2,Tier 3
Delhi,49.65,Bajaj,Ct 100,390628.0,2023,808.0,Electric,73.89,Second,2023.0,Expired,Individual,261352.84,Tier 3
Rajasthan,74.81,Kawasaki,Versys 650,280526.0,2018,552.0,Electric,66.59,Third,2022.0,Active,Individual,133472.89,Metro
Karnataka,77.58,Royal Enfield,Classic 350,160907.0,2023,562.0,Petrol,43.75,Second,2023.0,Expired,Dealer,115384.01,Tier 3
Tamil Nadu,52.27,Ktm,Duke 200,86821.0,2023,812.0,Hybrid,78.45,Second,2023.0,Not Available,Individual,133472.89,Tier 2
Gujarat,40.93,Ktm,250 Duke,243950.0,2021,488.0,Hybrid,76.14,Second,2021.0,Expired,Individual,174942.68,Tier 3
Rajasthan,69.13,Yamaha,Fz V3,81252.0,2022,715.0,Petrol,30.81,Second,2024.0,Not Available,Dealer,36115.9,Tier 3
West Bengal,49.07,Yamaha,Mt-15,168018.0,2017,0.0,Hybrid,62.72,Second,2022.0,Expired,Individual,78205.3,Metro
Karnataka,22.62,Bajaj,Pulsar 150,382461.0,2023,996.0,Electric,76.47,First,2023.0,Expired,Individual,298616.86,Tier 2
Uttar Pradesh,12.36,Ktm,Duke 200,316842.0,2024,473.0,Hybrid,79.14,Third,2024.0,Not Available,Individual,152306.11,Tier 3
Punjab,15.78,Ktm,125 Duke,324613.0,2019,722.0,Petrol,59.07,Second,2022.0,Not Available,Dealer,148306.99,Tier 2
West Bengal,17.39,Bajaj,Pulsar 150,314001.0,2022,197.0,Electric,84.19,Second,2023.0,Active,Dealer,247775.7,Metro
Uttar Pradesh,47.96,Ktm,Rc 390,54699.0,2021,501.0,Petrol,35.71,Second,2024.0,Not Available,Individual,38361.68,Tier 3
West Bengal,21.24,Bajaj,Platina 110,219782.0,2021,735.0,Hybrid,82.81,Second,2021.0,Not Available,Individual,113307.5,Metro
Maharashtra,8.26,Kawasaki,Z650,275694.0,2023,788.0,Electric,78.52,First,2023.0,Not Available,Individual,147449.5,Tier 3
Madhya Pradesh,44.03,Bajaj,Pulsar 150,372936.0,2019,935.0,Hybrid,61.2,Second,2021.0,Expired,Individual,191081.7,Tier 1
Tamil Nadu,66.92,Ktm,390 Adventure,312311.0,2018,667.0,Electric,80.38,Second,2024.0,Active,Dealer,139165.74,Tier 2
Delhi,64.38,Honda,Unicorn,285279.0,2023,602.0,Hybrid,70.2,Third,2023.0,Not Available,Dealer,190528.5,Tier 1
Delhi,34.19,Ktm,250 Duke,81961.0,2021,487.0,Petrol,47.27,Second,2021.0,Active,Individual,64138.67,Metro
Tamil Nadu,78.43,Honda,Shine,148576.0,2024,672.0,Electric,91.97,First,2024.0,Active,Individual,78200.86,Tier 1
Gujarat,8.23,Honda,Cbr 650R,334693.0,2023,326.0,Petrol,52.58,Second,2023.0,Expired,Individual,224756.78,Tier 3
Punjab,29.45,Tvs,Ronin,389845.0,2015,759.0,Hybrid,61.19,Second,2023.0,Not Available,Individual,306241.55,Tier 2
Gujarat,58.3,Hero,Glamour,50031.0,2020,395.0,Electric,77.61,Third,2021.0,Expired,Individual,34348.76,Tier 2
Madhya Pradesh,9.56,Tvs,Ntorq 125,336222.0,2023,380.0,Electric,84.39,First,2023.0,Not Available,Dealer,133472.89,Tier 2
Delhi,31.06,Honda,Dio,148929.0,2021,124.0,Petrol,39.61,First,2021.0,Expired,Individual,76790.65,Metro
Punjab,73.52,Hero,Glamour,135694.0,2022,825.0,Electric,76.24,Third,2023.0,Expired,Dealer,92609.89,Metro
Tamil Nadu,68.94,Hero,Passion Pro,198991.0,2020,896.0,Petrol,40.72,Second,2023.0,Not Available,Individual,115717.79,Tier 3
West Bengal,38.2,Yamaha,Fascino 125,196186.0,2023,519.0,Petrol,35.81,Second,2023.0,Active,Dealer,83122.39,Metro
Tamil Nadu,58.44,Bajaj,Avenger 220,70357.0,2023,886.0,Hybrid,64.25,Second,2023.0,Expired,Individual,30716.93,Tier 1
Uttar Pradesh,20.09,Bajaj,Ct 100,64632.0,2022,610.0,Petrol,26.78,Third,2024.0,Not Available,Dealer,36203.53,Tier 2
Karnataka,71.61,Yamaha,Fascino 125,261063.0,2022,586.0,Petrol,48.17,Second,2023.0,Expired,Dealer,178748.23,Tier 3
Gujarat,20.43,Ktm,125 Duke,79336.0,2023,529.0,Petrol,47.06,Second,2024.0,Expired,Individual,40931.26,Metro
West Bengal,57.01,Tvs,Ntorq 125,207539.0,2023,127.0,Electric,70.2,Second,2024.0,Active,Individual,138053.75,Tier 3
West Bengal,33.45,Hero,Passion Pro,348265.0,2019,970.0,Petrol,37.55,Second,2024.0,Expired,Individual,205891.22,Metro
Rajasthan,39.01,Hero,Xtreme 160R,383434.0,2021,856.0,Hybrid,70.2,First,2021.0,Active,Individual,279084.38,Tier 3
Gujarat,64.34,Bajaj,Ct 100,340533.0,2021,871.0,Hybrid,69.98,Second,2024.0,Expired,Individual,185111.28,Tier 2
West Bengal,7.44,Hero,Hf Deluxe,355292.0,2022,753.0,Petrol,48.04,Second,2022.0,Expired,Dealer,274093.47,Tier 3
Rajasthan,25.89,Kawasaki,Vulcan S,326983.0,2016,748.0,Electric,91.05,Second,2022.0,Active,Dealer,170717.76,Tier 1
Tamil Nadu,12.47,Ktm,Duke 200,327776.0,2022,344.0,Petrol,37.91,Third,2023.0,Active,Dealer,187088.84,Metro
Karnataka,63.16,Yamaha,R15 V4,251733.0,2023,218.0,Petrol,29.46,Second,2023.0,Expired,Dealer,134705.19,Tier 2
Tamil Nadu,46.6,Bajaj,Ct 100,300694.0,2022,840.0,Hybrid,93.02,Second,2022.0,Expired,Dealer,154332.58,Tier 1
Delhi,7.33,Royal Enfield,Hunter 350,96009.0,2024,819.0,Hybrid,76.34,Second,2024.0,Not Available,Individual,46834.03,Metro
West Bengal,79.5,Yamaha,Fz V3,55461.0,2024,753.0,Petrol,28.64,Second,2024.0,Not Available,Dealer,31957.86,Tier 3
Gujarat,45.61,Bajaj,Avenger 220,260060.0,2018,274.0,Petrol,45.43,Third,2023.0,Active,Dealer,170047.28,Tier 1
Madhya Pradesh,18.43,Kawasaki,Versys 650,271390.0,2017,566.0,Electric,91.75,Third,2024.0,Expired,Dealer,210822.98,Tier 1
Delhi,55.67,Yamaha,Fascino 125,253284.0,2021,461.0,Petrol,40.51,Third,2022.0,Active,Individual,174166.72,Metro
Tamil Nadu,63.79,Yamaha,Ray Zr,106819.0,2021,600.0,Petrol,54.05,Second,2023.0,Active,Individual,53086.14,Tier 3
Punjab,42.04,Ktm,250 Duke,224792.0,2024,173.0,Electric,62.78,Third,2024.0,Not Available,Dealer,150367.86,Metro
Tamil Nadu,13.17,Yamaha,Fascino 125,302947.0,2019,974.0,Electric,86.3,Second,2022.0,Active,Dealer,126932.24,Metro
Gujarat,9.41,Hero,Glamour,187745.0,2020,258.0,Hybrid,65.75,Second,2021.0,Active,Dealer,148635.18,Tier 3
Uttar Pradesh,74.32,Ktm,250 Duke,129860.0,2021,0.0,Electric,85.83,Second,2022.0,Not Available,Dealer,94229.64,Tier 2
Uttar Pradesh,59.25,Kawasaki,Ninja 300,370967.0,2023,203.0,Electric,74.74,First,2023.0,Expired,Individual,224810.45,Tier 2
Tamil Nadu,54.18,Royal Enfield,Himalayan,326969.0,2022,243.0,Petrol,28.74,Third,2022.0,Not Available,Individual,237293.43,Tier 3
Uttar Pradesh,61.09,Royal Enfield,Hunter 350,79352.0,2020,781.0,Petrol,44.46,Second,2021.0,Expired,Dealer,45177.13,Tier 3
Punjab,40.61,Honda,Unicorn,172577.0,2022,134.0,Electric,63.12,Third,2023.0,Not Available,Dealer,81905.84,Tier 3
Gujarat,63.52,Royal Enfield,Hunter 350,96891.0,2023,710.0,Electric,99.61,First,2023.0,Active,Dealer,72040.58,Tier 1
Karnataka,75.37,Tvs,Jupiter,66435.0,2022,726.0,Hybrid,85.83,Second,2023.0,Not Available,Dealer,44789.56,Metro
Gujarat,27.53,Royal Enfield,Classic 350,210976.0,2019,526.0,Electric,72.95,Second,2024.0,Expired,Dealer,119136.31,Tier 3
Maharashtra,67.55,Hero,Xtreme 160R,259788.0,2023,957.0,Hybrid,94.34,Second,2023.0,Expired,Individual,207642.91,Metro
Tamil Nadu,66.02,Kawasaki,Versys 650,381968.0,2024,375.0,Hybrid,78.99,First,2024.0,Not Available,Dealer,190784.52,Tier 3
West Bengal,15.59,Honda,Dio,219465.0,2019,769.0,Electric,73.01,Second,2021.0,Active,Dealer,101381.44,Tier 1
Gujarat,27.01,Yamaha,Ray Zr,184033.0,2021,700.0,Petrol,26.55,Second,2023.0,Active,Individual,79818.94,Tier 3
Rajasthan,74.15,Bajaj,Dominar 400,117639.0,2022,660.0,Electric,70.2,Third,2023.0,Active,Individual,74126.42,Metro
Uttar Pradesh,58.91,Yamaha,Fascino 125,50263.0,2017,106.0,Hybrid,70.2,Second,2023.0,Expired,Dealer,20532.07,Tier 2
Maharashtra,15.95,Bajaj,Avenger 220,227757.0,2021,542.0,Petrol,32.05,Second,2021.0,Expired,Dealer,118668.34,Tier 1
Madhya Pradesh,49.39,Kawasaki,Versys 650,66077.0,2020,201.0,Petrol,45.63,Second,2021.0,Active,Individual,50392.43,Metro
Tamil Nadu,30.98,Tvs,Ronin,395765.0,2024,214.0,Petrol,41.3,Second,2024.0,Active,Dealer,231713.25,Tier 3
Gujarat,25.09,Ktm,Rc 390,389950.0,2019,401.0,Hybrid,72.65,Third,2023.0,Active,Individual,235149.64,Tier 3
Uttar Pradesh,73.62,Royal Enfield,Classic 350,155323.0,2015,868.0,Petrol,49.17,Second,2023.0,Active,Individual,73680.59,Tier 1
Gujarat,20.47,Ktm,250 Duke,57196.0,2015,598.0,Hybrid,78.42,Second,2021.0,Active,Dealer,37459.68,Tier 1
Madhya Pradesh,24.32,Honda,Unicorn,123333.0,2023,254.0,Electric,98.51,First,2023.0,Expired,Individual,81062.15,Metro
Tamil Nadu,30.52,Honda,Unicorn,391184.0,2021,438.0,Hybrid,72.5,Second,2021.0,Active,Dealer,239917.49,Metro
Gujarat,69.61,Bajaj,Platina 110,289298.0,2024,663.0,Hybrid,86.54,First,2024.0,Expired,Dealer,223172.55,Tier 2
West Bengal,20.11,Kawasaki,Ninja 300,294209.0,2020,118.0,Petrol,31.89,Second,2024.0,Active,Individual,129355.18,Tier 2
Delhi,62.68,Yamaha,Ray Zr,90797.0,2018,104.0,Petrol,58.9,Third,2024.0,Active,Individual,49226.04,Tier 3
Rajasthan,61.89,Ktm,390 Adventure,296866.0,2024,218.0,Petrol,39.41,Second,2024.0,Expired,Individual,197341.1,Tier 3
Karnataka,24.0,Bajaj,Dominar 400,334905.0,2021,207.0,Petrol,56.02,Third,2024.0,Active,Dealer,219895.32,Tier 1
Maharashtra,48.78,Bajaj,Avenger 220,231855.0,2023,616.0,Electric,88.2,Second,2023.0,Expired,Individual,113904.88,Metro
Gujarat,32.33,Kawasaki,Ninja 400,369931.0,2022,731.0,Hybrid,76.91,Second,2023.0,Not Available,Dealer,192240.2277911492,Tier 2
Gujarat,31.46,Royal Enfield,Interceptor 650,285176.0,2017,194.0,Electric,71.64,Second,2024.0,Expired,Dealer,224058.3,Tier 2
Tamil Nadu,35.89,Bajaj,Avenger 220,219530.0,2023,125.0,Petrol,35.92,Second,2024.0,Active,Dealer,143995.28,Tier 3
Maharashtra,43.21,Kawasaki,Ninja 400,107118.0,2022,284.0,Hybrid,80.1,First,2022.0,Expired,Dealer,54313.6,Tier 1
Rajasthan,49.08,Hero,Splendor Plus,152392.0,2023,553.0,Hybrid,78.84,Second,2024.0,Not Available,Individual,84385.53,Tier 3
Rajasthan,11.67,Bajaj,Platina 110,102626.0,2020,147.0,Electric,88.84,Second,2021.0,Not Available,Individual,42684.65,Tier 1
Madhya Pradesh,35.13,Yamaha,Mt-15,326580.0,2023,460.0,Petrol,41.35,Second,2023.0,Not Available,Individual,141051.33,Tier 2
Maharashtra,16.95,Royal Enfield,Interceptor 650,215328.0,2022,857.0,Petrol,54.88,Second,2022.0,Not Available,Dealer,91280.32,Tier 1
Gujarat,30.73,Ktm,Rc 390,360700.0,2024,852.0,Petrol,43.22,Second,2024.0,Expired,Dealer,176058.92,Tier 1
Maharashtra,79.46,Tvs,Apache Rtr 160,157938.0,2021,352.0,Electric,87.92,Second,2021.0,Active,Dealer,90080.7,Metro
Gujarat,59.07,Kawasaki,Ninja 400,153398.0,2020,355.0,Hybrid,67.55,Second,2023.0,Expired,Dealer,107558.21,Tier 3
Maharashtra,47.34,Kawasaki,Ninja 300,107272.0,2022,203.0,Hybrid,72.67,First,2022.0,Not Available,Individual,60192.26,Tier 2
Tamil Nadu,52.38,Royal Enfield,Hunter 350,54167.0,2021,944.0,Hybrid,86.71,Second,2023.0,Expired,Individual,40484.17,Tier 2
Maharashtra,21.19,Bajaj,Avenger 220,236963.0,2016,829.0,Electric,91.98,Second,2024.0,Expired,Individual,140141.04,Tier 3
Madhya Pradesh,56.85,Royal Enfield,Classic 350,350809.0,2024,419.0,Petrol,28.65,First,2024.0,Expired,Dealer,170329.36,Tier 2
Gujarat,75.18,Ktm,125 Duke,378911.0,2018,909.0,Petrol,57.41,Third,2023.0,Not Available,Dealer,228002.34,Tier 2
Uttar Pradesh,30.17,Honda,Unicorn,118352.0,2024,111.0,Hybrid,95.02,Second,2024.0,Not Available,Dealer,91976.43,Tier 1
Delhi,30.02,Yamaha,Fz V3,304093.0,2021,358.0,Petrol,25.98,Second,2021.0,Expired,Individual,219796.68,Tier 1
Uttar Pradesh,62.01,Hero,Xtreme 160R,105559.0,2020,788.0,Hybrid,92.89,Second,2023.0,Not Available,Individual,83287.49,Tier 2
Delhi,72.99,Kawasaki,Z650,214753.0,2016,904.0,Electric,70.81,Second,2021.0,Active,Dealer,129604.39,Metro
Gujarat,64.38,Hero,Xtreme 160R,118213.0,2022,784.0,Hybrid,70.2,Second,2023.0,Not Available,Dealer,54569.86,Metro
West Bengal,52.86,Kawasaki,Versys 650,284043.0,2022,278.0,Hybrid,94.6,Second,2024.0,Not Available,Individual,133472.89,Tier 2
Gujarat,76.17,Ktm,Duke 200,91888.0,2019,698.0,Electric,96.02,Second,2024.0,Expired,Individual,57268.66,Tier 3
Gujarat,62.03,Royal Enfield,Interceptor 650,255739.0,2021,993.0,Petrol,33.98,Second,2021.0,Expired,Dealer,182215.34,Tier 3
Maharashtra,30.37,Tvs,Ronin,54095.0,2024,328.0,Hybrid,89.09,Second,2024.0,Expired,Dealer,37110.26,Metro
Maharashtra,27.44,Royal Enfield,Interceptor 650,119041.0,2019,448.0,Electric,97.59,Second,2021.0,Expired,Individual,133472.89,Metro
West Bengal,47.37,Bajaj,Platina 110,259953.0,2023,797.0,Hybrid,68.78,Second,2023.0,Not Available,Dealer,122045.04,Tier 2
West Bengal,33.93,Hero,Glamour,398569.0,2022,950.0,Hybrid,60.88,Second,2022.0,Active,Individual,310844.97,Metro
Rajasthan,32.79,Bajaj,Dominar 400,361805.0,2022,975.0,Electric,70.2,Third,2023.0,Active,Individual,264542.65,Tier 2
West Bengal,40.4,Bajaj,Platina 110,316871.0,2019,293.0,Electric,99.52,Second,2021.0,Expired,Individual,230325.21,Tier 3
Maharashtra,66.02,Hero,Glamour,257651.0,2018,0.0,Electric,75.0,Second,2022.0,Expired,Individual,166848.04,Tier 2
Gujarat,55.7,Honda,Dio,326765.0,2022,272.0,Hybrid,60.05,Second,2024.0,Active,Individual,250727.57,Tier 2
Punjab,74.78,Kawasaki,Vulcan S,115171.0,2023,613.0,Petrol,26.3,Second,2023.0,Active,Individual,73422.51,Tier 2
Maharashtra,68.07,Kawasaki,Ninja 300,232551.0,2017,786.0,Electric,67.31,Second,2023.0,Not Available,Dealer,95243.86,Tier 2
West Bengal,27.56,Yamaha,Ray Zr,260797.0,2022,779.0,Petrol,54.8,Second,2022.0,Not Available,Dealer,113577.5,Metro
Rajasthan,25.66,Tvs,Apache Rtr 160,192247.0,2024,674.0,Hybrid,97.84,Second,2024.0,Not Available,Individual,119681.44,Tier 3
Maharashtra,57.71,Yamaha,Mt-15,283036.0,2024,755.0,Hybrid,72.66,Second,2024.0,Expired,Dealer,144850.35,Tier 3
Madhya Pradesh,75.34,Kawasaki,Versys 650,180998.0,2022,236.0,Hybrid,69.25,Second,2022.0,Active,Dealer,133472.89,Tier 1
Delhi,68.06,Hero,Xtreme 160R,138162.0,2020,376.0,Electric,86.91,Second,2022.0,Active,Dealer,65702.89,Metro
West Bengal,27.47,Hero,Splendor Plus,62204.0,2019,262.0,Electric,90.34,Third,2023.0,Not Available,Individual,47934.06,Tier 2
Uttar Pradesh,19.4,Royal Enfield,Classic 350,326637.0,2023,469.0,Electric,94.84,Third,2023.0,Expired,Dealer,221510.63,Metro
Uttar Pradesh,26.18,Hero,Passion Pro,61948.0,2023,252.0,Petrol,56.52,First,2023.0,Active,Dealer,43970.91,Tier 3
West Bengal,15.01,Honda,Cbr 650R,191638.0,2022,469.0,Petrol,25.14,First,2022.0,Active,Individual,126985.56,Tier 3
Punjab,27.94,Tvs,Ntorq 125,312965.0,2020,763.0,Electric,89.56,Second,2022.0,Expired,Individual,187801.13,Metro
Madhya Pradesh,22.82,Kawasaki,Z650,262697.0,2015,932.0,Petrol,33.21,Third,2022.0,Active,Dealer,139746.72,Tier 2
Punjab,5.29,Ktm,250 Duke,257702.0,2017,712.0,Hybrid,91.19,Second,2024.0,Expired,Individual,141534.57,Tier 3
Delhi,78.49,Honda,Unicorn,319184.0,2019,438.0,Hybrid,70.83,Second,2022.0,Active,Individual,174688.31,Metro
Uttar Pradesh,69.84,Ktm,Rc 390,186622.0,2017,546.0,Electric,71.67,Second,2021.0,Expired,Individual,145013.34,Tier 3
Tamil Nadu,9.08,Hero,Glamour,346608.0,2023,839.0,Petrol,33.19,Second,2024.0,Expired,Individual,201219.94,Tier 2
Delhi,74.84,Kawasaki,Vulcan S,252154.0,2022,229.0,Petrol,44.33,Third,2024.0,Not Available,Dealer,155492.92,Tier 1
Karnataka,40.32,Royal Enfield,Hunter 350,79686.0,2020,454.0,Petrol,37.37,Second,2024.0,Active,Individual,54761.67,Metro
Madhya Pradesh,72.92,Tvs,Sport,323987.0,2024,321.0,Hybrid,75.03,Second,2024.0,Active,Individual,155323.81,Metro
Tamil Nadu,74.87,Kawasaki,Z650,344866.0,2023,885.0,Hybrid,93.39,Second,2023.0,Not Available,Dealer,230824.44,Tier 1
Madhya Pradesh,66.12,Royal Enfield,Himalayan,232367.0,2017,475.0,Hybrid,67.65,Second,2022.0,Expired,Dealer,155813.49,Tier 1
Delhi,75.8,Hero,Passion Pro,321346.0,2023,719.0,Petrol,41.55,First,2023.0,Not Available,Dealer,197691.81,Tier 2
Madhya Pradesh,18.76,Royal Enfield,Classic 350,220049.0,2019,110.0,Petrol,39.91,Second,2021.0,Expired,Dealer,174463.78,Tier 1
