State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Tamil Nadu,40.2,TVS,NTorq 125,222303,2023,655,Electric,81.48,SECOND,2024,NOT AVAILABLE,individual,90418.7,  Tier 1  
Maharashtra,31.18,Honda,Activa,"₹211,991",2018,475,  Electric  ,74.19,Second,2022,Not Available,Dealer,,Tier 1
Gujarat,59.43,Royal Enfield,Classic 350,176793,2015,524,ELECTRIC,76.19,Third,2022,Not Available,Individual,113762.36,METRO
tamil nadu,16.74,KTM,RC 390,119648,2023,473,ELECTRIC,96.99,second owner,2024,Expired,DEALER,60695.73,Tier 3
Rajasthan,13.92,Honda,Unicorn,171628,2017,843,Electric,90.41,,2024,  Not Available  ,Dealer,109812.79,  Tier 2  
Gujarat,30.82,Hero,Xtreme 160R,234746,2021,161,  Hybrid  ,85.71,1st,2021,not available,INDIVIDUAL,100582.94,Tier 1
Punjab,66.79,ROYAL ENFIELD,Hunter 350,145211,2021,313,Electric,73.69,,2023,Expired,Individual,,Tier 1
  Gujarat  ,55.67,Kawasaki,Ninja 300,72439,2022,203,Electric,72.3,FIRST,2022,  Not Available  ,Individual,55334.24,tier 3
Maharashtra,75.63,  Kawasaki  ,Z650,219734,2016,480,Electric,83.91,Second,2023,not available,DEALER,113663.02,  Metro  
Karnataka,66.41,YAMAHA,Fascino 125,376685,2016,710,Petrol,27.13,SECOND,2023,  Expired  ,Individual,216642.21,  Metro  
Karnataka,33.51,honda,Shine,112210,2022,944,Petrol,25.17,3rd,2022,NOT AVAILABLE,dealer,89014.69,  Metro  
Delhi,56.53,Tvs,NTorq 125,181939,2023,393,electric,90.44,First,2023,  Expired  ,  Dealer  ,123655.03,  Tier 1  
Uttar Pradesh,42.53,Honda,CBR 650R,300304,2023,408,  Electric  ,73.42,1st,2023,Expired,Dealer,232946.61,  Metro  
maharashtra,31.0,Royal Enfield,Meteor 350,144741,2023,506,  Petrol  ,25.81,3rd,2024,ACTIVE,Dealer,67374.69,Tier 1
West Bengal,57.19,royal enfield,Meteor 350,279934,2021,795,Hybrid,63.49,3rd,2023,Expired,INDIVIDUAL,190699.96,tier 3
Gujarat,71.65,Royal Enfield,Interceptor 650,77234,2018.0,100,Petrol,50.24,second owner,2021,expired,INDIVIDUAL,42684.1,tier 2
Gujarat,31.91,Yamaha,FZ V3,351179,2020,152,hybrid,77.37,Second,2022,Active,individual,191284.33,Metro
  West Bengal  ,68.99,KAWASAKI,Versys 650,146437,2016,241,Electric,77.58,SECOND,2023,Not Available,  Dealer  ,,Tier 2
  Punjab  ,47.94,TVS,Ronin,83258,2020,824,Electric,65.49,third owner,2022,Expired,Individual,63804.33,TIER 2
Delhi,71.3,Hero,HF Deluxe,155030,2023,392,Electric,62.02,Third,2024,  Expired  ,  Dealer  ,78135.33,  Tier 2  
Gujarat,38.65,KAWASAKI,Versys 650,293596,2024,905,Petrol,35.53,SECOND,2024,ACTIVE,Individual,152934.29,Metro
Uttar Pradesh,14.34,ktm,250 Duke,332903,2018,193,  Hybrid  ,61.84,Second,2024,Active,Dealer,246090.49,TIER 3
Karnataka,27.75,KTM,390 Adventure,251707,2021,403,ELECTRIC,74.68,THIRD,2021,Active,DEALER,141137.73,tier 2
Madhya Pradesh,57.61,TVS,Ronin,179407,2024,168,Electric,90.65,1st,2024,Expired,Dealer,105619.7,tier 3
Karnataka,60.22,TVS,NTorq 125,158510,2022,334,electric,97.13,3rd,2024,Expired,Dealer,125015.68,TIER 1
GUJARAT,5.13,  KTM  ,Duke 200,246128,2021,714,Electric,,Third,2024,NOT AVAILABLE,  Individual  ,157736.21,Tier 3
Uttar Pradesh,71.26,Ktm,125 Duke,396271,2023,439,petrol,41.72,First,2023,  Expired  ,DEALER,188607.3,Tier 2
Uttar Pradesh,5.13,honda,Shine,173711,2021,647,Petrol,52.5,Third,2023,  Not Available  ,Dealer,126811.11,Tier 2
rajasthan,70.63,Kawasaki,Versys 650,198602,2022,232,electric,71.71,third owner,2022,  Expired  ,Individual,149081.41,tier 2
punjab,64.26,Honda,CBR 650R,184766,2021,985,Petrol,37.75,FIRST,2021,not available,Individual,116644.19,  Tier 1  
Uttar Pradesh,70.08,  Yamaha  ,MT-15,84507,2018,585,ELECTRIC,76.65,THIRD,2022,Expired,INDIVIDUAL,42031.96,Tier 2
West Bengal,74.06,Honda,Unicorn,342958,2020,885,hybrid,69.9,THIRD,2021,Expired,  Individual  ,168843.81,Tier 2
  Madhya Pradesh  ,15.44,  Honda  ,Activa,196341,2019,713,Petrol,34.76,second owner,2021,Not Available,dealer,93577.33,  Tier 1  
Rajasthan,17.73,Yamaha,R15 V4,113798,2021,833,electric,99.02,third owner,2021,Not Available,  Dealer  ,52373.12,Tier 2
Maharashtra,26.81,Hero,Glamour,114736,2018,533,Electric,96.91,2nd,2022,,Individual,67640.15,Tier 2
  Karnataka  ,68.84,  Royal Enfield  ,Hunter 350,252816,2021,672,electric,78.41,SECOND,2024,,  Individual  ,149934.18,Tier 3
PUNJAB,46.68,Hero,HF Deluxe,77849,2021,625,Electric,71.21,third owner,2023,expired,Dealer,41539.47,  Tier 3  
maharashtra,21.67,Yamaha,Ray ZR,245454,2023,528,Electric,,first owner,2023,ACTIVE,Individual,149633.12510143127,  Tier 3  
Karnataka,35.77,HONDA,Shine,193088,2022,159,Hybrid,61.78,Second,2024,ACTIVE,Individual,123641.82,Tier 1
Maharashtra,79.89,  Kawasaki  ,Vulcan S,70068,2024,345,Hybrid,91.01,SECOND,2024,Active,Dealer,,TIER 3
Gujarat,49.46,Kawasaki,Ninja 400,209473,2023,246,hybrid,63.09,first owner,2023,not available,Dealer,86434.47,Tier 2
Uttar Pradesh,50.78,  Royal Enfield  ,Classic 350,75068,2023,565,Hybrid,87.87,SECOND,2024,Expired,INDIVIDUAL,45342.56,  Tier 3  
West Bengal,32.49,tvs,Ronin,191137,2019,902,Electric,96.1,SECOND,2023,active,Individual,97146.27,  Tier 2  
MADHYA PRADESH,18.92,Honda,Unicorn,117991,2017,272,Petrol,40.61,THIRD,2021,expired,Individual,84964.89,Tier 1
GUJARAT,69.59,  Bajaj  ,Platina 110,288971,2015,758,Petrol,25.72,THIRD,2023,Not Available,Individual,137973.74,Tier 2
Gujarat,6.4,HONDA,Activa,238664,2024,457,Hybrid,71.61,SECOND,2024,Not Available,Dealer,146748.13,Tier 1
West Bengal,36.94,Royal Enfield,Himalayan,"₹170,910",2024,211,  Electric  ,61.91,third owner,2024,NOT AVAILABLE,INDIVIDUAL,103132.98,Tier 2
Delhi,31.8,  Royal Enfield  ,Hunter 350,62554,2015,850,  Electric  ,94.87,Second,2022,Expired,DEALER,37976.67,Tier 2
Maharashtra,6.61,tvs,Apache RTR 160,209659,2018,111,Hybrid,,2nd,2024,Expired,Dealer,164100.93,  Tier 2  
Delhi,30.68,HERO,Glamour,293513,2022,797,HYBRID,85.85,Second,2023,not available,dealer,,Metro
West Bengal,75.3,Royal Enfield,Himalayan,384107,2024,722,Hybrid,74.33,first owner,2024,Not Available,INDIVIDUAL,260013.88,Metro
Maharashtra,43.84,Royal Enfield,Himalayan,205310,2023,227,petrol,27.45,THIRD,2024,not available,DEALER,161235.58,Tier 3
  Delhi  ,15.04,KTM,Duke 200,146504,2021,529,electric,79.84,first owner,2021,expired,Individual,96749.47,metro
Gujarat,48.8,KTM,125 Duke,106414,2023,959,Electric,97.78,SECOND,2023,active,Dealer,50928.16,tier 3
tamil nadu,31.68,Yamaha,Ray ZR,260913,2015,401,Petrol,53.91,Second,2022,Not Available,  Dealer  ,119481.2,TIER 3
Delhi,49.65,  Bajaj  ,CT 100,390628,2023,808,ELECTRIC,73.89,Third,2023,EXPIRED,  Individual  ,261352.84,tier 3
Rajasthan,74.81,Kawasaki,Versys 650,280526,2018,552,Electric,66.59,3rd,2022,active,individual,,metro
Karnataka,77.58,Royal Enfield,Classic 350,160907,2023,562,Petrol,43.75,SECOND,2023,Expired,dealer,115384.01,Tier 3
Tamil Nadu,52.27,KTM,Duke 200,86821,2023,812,Hybrid,78.45,THIRD,2023,Not Available,Individual,,tier 2
Gujarat,40.93,  KTM  ,250 Duke,243950,2021,488,Hybrid,76.14,FIRST,2021,Expired,  Individual  ,174942.68,Tier 3
RAJASTHAN,69.13,Yamaha,FZ V3,81252,2022,715,Petrol,30.81,,2024,not available,Dealer,36115.9,TIER 3
West Bengal,49.07,Yamaha,MT-15,168018,2017,0,Hybrid,62.72,second owner,2022,,Individual,78205.3,Metro
  Karnataka  ,22.62,BAJAJ,Pulsar 150,382461,2023,996,Electric,76.47,1st,2023,Expired,Individual,298616.86,Tier 2
UTTAR PRADESH,12.36,KTM,Duke 200,316842,2024,473,Hybrid,79.14,third owner,2024,Not Available,Individual,152306.11,Tier 3
  Punjab  ,15.78,KTM,125 Duke,324613,2019,722,Petrol,59.07,THIRD,2022,not available,Dealer,148306.99,TIER 2
West Bengal,17.39,bajaj,Pulsar 150,314001,2022,197,  Electric  ,84.19,Third,2023,Active,DEALER,247775.7,Metro
UTTAR PRADESH,47.96,  KTM  ,RC 390,54699,2021,501,Petrol,35.71,second owner,2024,Not Available,INDIVIDUAL,38361.68,Tier 3
West Bengal,21.24,BAJAJ,Platina 110,219782,2021,735,Hybrid,82.81,FIRST,2021,Not Available,Individual,113307.5,Metro
MAHARASHTRA,8.26,Kawasaki,Z650,275694,2023,788,Electric,78.52,1st,2023,Not Available,individual,147449.5,tier 3
Madhya Pradesh,44.03,Bajaj,Pulsar 150,"₹372,936",2019,935,Hybrid,61.2,2nd,2021,Expired,Individual,191081.7,tier 1
tamil nadu,66.92,Ktm,390 Adventure,312311,2018,667,Electric,80.38,SECOND,2024,Active,Dealer,139165.74,Tier 2
Delhi,64.38,Honda,Unicorn,285279,2023,602,Hybrid,,third owner,2022,NOT AVAILABLE,dealer,190528.5,Tier 1
DELHI,34.19,KTM,250 Duke,81961,2021,487,petrol,47.27,THIRD,2021,Active,  Individual  ,64138.67,Metro
Tamil Nadu,78.43,Honda,Shine,148576,2024,672,Electric,91.97,1st,2024,ACTIVE,Individual,78200.86,Tier 1
Gujarat,8.23,Honda,CBR 650R,334693,2023,326,Petrol,52.58,THIRD,2023,expired,  Individual  ,224756.78,TIER 3
Punjab,29.45,  TVS  ,Ronin,389845,2015,759,Hybrid,61.19,Second,2013,not available,  Individual  ,306241.55,Tier 2
Gujarat,58.3,hero,Glamour,50031,2020,395,Electric,77.61,third owner,2021,Expired,Individual,34348.76,Tier 2
madhya pradesh,9.56,Tvs,NTorq 125,336222,2023,380,Electric,84.39,first owner,2023,Not Available,Dealer,,TIER 2
Delhi,31.06,Honda,Dio,148929,2021,124,  Petrol  ,39.61,1st,2021,expired,Individual,76790.65,Metro
  Punjab  ,73.52,Hero,Glamour,135694,2022,825,Electric,76.24,3rd,2023,expired,dealer,92609.89,metro
TAMIL NADU,68.94,Hero,Passion Pro,198991,2020,896,Petrol,40.72,2nd,2023,Not Available,  Individual  ,115717.79,TIER 3
West Bengal,38.2,Yamaha,Fascino 125,196186,2023,519,Petrol,35.81,First,2023,active,Dealer,83122.39,metro
  Tamil Nadu  ,58.44,bajaj,Avenger 220,70357,2023,886,Hybrid,64.25,THIRD,2023,Expired,INDIVIDUAL,30716.93,TIER 1
uttar pradesh,20.09,Bajaj,CT 100,64632,2022,610,petrol,26.78,3rd,2024,Not Available,DEALER,36203.53,Tier 2
Karnataka,71.61,Yamaha,Fascino 125,261063,2022,586,PETROL,48.17,Second,2023,Expired,Dealer,178748.23,Tier 3
GUJARAT,20.43,  KTM  ,125 Duke,79336,2023,529,PETROL,47.06,2nd,2024,Expired,Individual,40931.26,Metro
West Bengal,57.01,  TVS  ,NTorq 125,207539,2023,127,Electric,,2nd,2024,Active,  Individual  ,138053.75,Tier 3
  West Bengal  ,33.45,Hero,Passion Pro,348265,2019,970,Petrol,37.55,Third,2024,expired,INDIVIDUAL,205891.22,  Metro  
  Rajasthan  ,39.01,HERO,Xtreme 160R,383434,2021,856,  Hybrid  ,,first owner,2021,  Active  ,individual,279084.38,Tier 3
Gujarat,64.34,bajaj,CT 100,340533,2021,871,Hybrid,69.98,Second,2024,Expired,Individual,185111.28,TIER 2
west bengal,7.44,Hero,HF Deluxe,355292,2022,753,Petrol,48.04,First,2022,,Dealer,274093.47,Tier 3
Rajasthan,25.89,KAWASAKI,Vulcan S,326983,2016,748,Electric,91.05,Second,2022,Active,dealer,170717.76,Tier 1
Tamil Nadu,12.47,KTM,Duke 200,327776,2022,344,Petrol,37.91,3rd,2023,Active,Dealer,187088.84,Metro
Karnataka,63.16,Yamaha,R15 V4,251733,2023,218,Petrol,29.46,Third,2023,  Expired  ,Dealer,134705.19,Tier 2
  Tamil Nadu  ,46.6,Bajaj,CT 100,300694,2022,840,HYBRID,93.02,First,2022,Expired,dealer,154332.58,TIER 1
Delhi,7.33,Royal Enfield,Hunter 350,96009,2024,819,Hybrid,76.34,THIRD,2024,Not Available,Individual,46834.03,METRO
west bengal,79.5,Yamaha,FZ V3,55461,2024,753,Petrol,28.64,2nd,2024,  Not Available  ,Dealer,31957.86,TIER 3
Gujarat,45.61,bajaj,Avenger 220,260060,2018,274,PETROL,45.43,third owner,2023,Active,dealer,170047.28,Tier 1
Madhya Pradesh,18.43,kawasaki,Versys 650,271390,2017,566,ELECTRIC,91.75,3rd,2024,Expired,DEALER,210822.98,  Tier 1  
Delhi,55.67,  Yamaha  ,Fascino 125,253284,2021,461,Petrol,40.51,third owner,2022,Active,Individual,174166.72,Metro
Tamil Nadu,63.79,Yamaha,Ray ZR,106819,2021,600,Petrol,54.05,Second,2023,Active,Individual,53086.14,Tier 3
Punjab,42.04,ktm,250 Duke,"₹224,792",2024,173,ELECTRIC,62.78,third owner,2024,Not Available,dealer,150367.86,Metro
Tamil Nadu,13.17,Yamaha,Fascino 125,302947,2019,974,ELECTRIC,86.3,,2022,Active,DEALER,126932.24,METRO
GUJARAT,9.41,Hero,Glamour,187745,2020,258,Hybrid,65.75,SECOND,2021,active,Dealer,148635.18,TIER 3
Uttar Pradesh,74.32,KTM,250 Duke,129860,2021,0,Electric,85.83,Third,2022,NOT AVAILABLE,dealer,94229.64,TIER 2
Uttar Pradesh,59.25,KAWASAKI,Ninja 300,370967,2023,203,electric,74.74,first owner,2023,Expired,INDIVIDUAL,224810.45,Tier 2
Tamil Nadu,54.18,Royal Enfield,Himalayan,326969,2022,243,Petrol,28.74,third owner,2022,Not Available,Individual,237293.43,  Tier 3  
Uttar Pradesh,61.09,Royal Enfield,Hunter 350,79352,2020,781,Petrol,44.46,Second,2021,  Expired  ,Dealer,45177.13,Tier 3
Punjab,40.61,Honda,Unicorn,172577,2022,134,ELECTRIC,63.12,3rd,2023,Not Available,  Dealer  ,81905.84,Tier 3
  Gujarat  ,63.52,royal enfield,Hunter 350,96891,2023,710,Electric,99.61,first owner,2023,  Active  ,Dealer,72040.58,  Tier 1  
Karnataka,75.37,TVS,Jupiter,66435,2022,726,Hybrid,85.83,Third,2023,  Not Available  ,  Dealer  ,44789.56,Metro
Gujarat,27.53,ROYAL ENFIELD,Classic 350,210976,2019,526,electric,72.95,,2024,expired,dealer,119136.31,Tier 3
Maharashtra,67.55,hero,Xtreme 160R,259788,2023,957,HYBRID,94.34,FIRST,2023,EXPIRED,Individual,207642.91,Metro
Tamil Nadu,66.02,KAWASAKI,Versys 650,381968,2024,375,Hybrid,78.99,1st,2024,NOT AVAILABLE,Dealer,190784.52,Tier 3
West Bengal,15.59,Honda,Dio,219465,2019,769,Electric,73.01,THIRD,2021,Active,Dealer,101381.44,tier 1
Gujarat,27.01,yamaha,Ray ZR,184033,2021,700,petrol,26.55,Second,2023,active,Individual,79818.94,  Tier 3  
  Rajasthan  ,74.15,BAJAJ,Dominar 400,117639,2022,660,Electric,,third owner,2023,Active,individual,74126.42,  Metro  
Uttar Pradesh,58.91,yamaha,Fascino 125,50263,2017,106,HYBRID,,,2023,  Expired  ,Dealer,20532.07,Tier 2
maharashtra,15.95,Bajaj,Avenger 220,227757,2021,542,petrol,32.05,First,2021,,Dealer,118668.34,TIER 1
Madhya Pradesh,49.39,KAWASAKI,Versys 650,66077,2020,201,Petrol,45.63,2nd,2021,Active,Individual,50392.43,Metro
Tamil Nadu,30.98,TVS,Ronin,395765,2024,214,PETROL,41.3,Second,2024,Active,dealer,231713.25,tier 3
GUJARAT,25.09,ktm,RC 390,389950,2019,401,Hybrid,72.65,third owner,2023,  Active  ,Individual,235149.64,tier 3
  Uttar Pradesh  ,73.62,royal enfield,Classic 350,155323,2015,868,Petrol,49.17,SECOND,2023,ACTIVE,individual,73680.59,Tier 1
Gujarat,20.47,KTM,250 Duke,57196,2015,598,  Hybrid  ,78.42,2nd,2021,ACTIVE,Dealer,37459.68,Tier 1
Madhya Pradesh,24.32,HONDA,Unicorn,123333,2023,254,ELECTRIC,98.51,1st,2023,Expired,Individual,81062.15,Metro
tamil nadu,30.52,Honda,Unicorn,391184,2021,438,Hybrid,72.5,First,2021,ACTIVE,DEALER,239917.49,METRO
  Gujarat  ,69.61,Bajaj,Platina 110,289298,2024,663,  Hybrid  ,86.54,1st,2024,expired,dealer,223172.55,tier 2
west bengal,20.11,Kawasaki,Ninja 300,294209,2020,118,Petrol,31.89,second owner,2024,Active,  Individual  ,129355.18,tier 2
  Delhi  ,62.68,YAMAHA,Ray ZR,90797,2018,104,Petrol,58.9,3rd,2024,Active,Individual,49226.04,Tier 3
Rajasthan,61.89,KTM,390 Adventure,296866,2024,218,  Petrol  ,39.41,Third,2024,  Expired  ,individual,197341.1,Tier 3
KARNATAKA,24.0,Bajaj,Dominar 400,334905,2021,207,petrol,56.02,3rd,2024,Active,Dealer,219895.32,TIER 1
  Maharashtra  ,48.78,  Bajaj  ,Avenger 220,231855,2023,616,  Electric  ,88.2,THIRD,2023,expired,Individual,113904.88,Metro
gujarat,32.33,kawasaki,Ninja 400,369931,2022,731,Hybrid,76.91,2nd,2023,not available,Dealer,192240.2277911492,TIER 2
Gujarat,31.46,Royal Enfield,Interceptor 650,"₹285,176",2017,194,electric,71.64,,2024,,dealer,224058.3,tier 2
TAMIL NADU,35.89,Bajaj,Avenger 220,219530,2023,125,Petrol,35.92,Third,2024,Active,Dealer,143995.28,Tier 3
maharashtra,43.21,  Kawasaki  ,Ninja 400,107118,2022,284,Hybrid,80.1,first owner,2022,Expired,Dealer,54313.6,TIER 1
rajasthan,49.08,  Hero  ,Splendor Plus,152392,2023,553,Hybrid,78.84,second owner,2024,  Not Available  ,Individual,84385.53,  Tier 3  
Rajasthan,11.67,Bajaj,Platina 110,102626,2020,147,electric,88.84,second owner,2021,NOT AVAILABLE,Individual,42684.65,  Tier 1  
MADHYA PRADESH,35.13,  Yamaha  ,MT-15,326580,2023,460,Petrol,41.35,SECOND,2023,NOT AVAILABLE,Individual,141051.33,Tier 2
Maharashtra,16.95,Royal Enfield,Interceptor 650,215328,2022,857,Petrol,54.88,First,2022,Not Available,Dealer,91280.32,Tier 1
gujarat,30.73,KTM,RC 390,360700,2024,852,  Petrol  ,43.22,First,2024,Expired,Dealer,176058.92,  Tier 1  
Maharashtra,79.46,tvs,Apache RTR 160,"₹157,938",2021,352,Electric,87.92,,2021,  Active  ,dealer,90080.7,metro
  Gujarat  ,59.07,Kawasaki,Ninja 400,153398,2020,355,Hybrid,67.55,Second,2023,Expired,DEALER,107558.21,Tier 3
Maharashtra,47.34,Kawasaki,Ninja 300,107272,2022,203,Hybrid,72.67,first owner,2022,Not Available,  Individual  ,60192.26,  Tier 2  
Tamil Nadu,52.38,  Royal Enfield  ,Hunter 350,54167,2021,944,  Hybrid  ,86.71,second owner,2020,Expired,INDIVIDUAL,40484.17,Tier 2
maharashtra,21.19,Bajaj,Avenger 220,236963,2016,829,Electric,91.98,second owner,2024,Expired,  Individual  ,140141.04,Tier 3
Madhya Pradesh,56.85,Royal Enfield,Classic 350,350809,2024,419,Petrol,28.65,1st,2024,expired,Dealer,170329.36,Tier 2
Gujarat,75.18,KTM,125 Duke,378911,2018,909,Petrol,57.41,third owner,2023,NOT AVAILABLE,Dealer,228002.34,Tier 2
uttar pradesh,30.17,HONDA,Unicorn,118352,2024,111,HYBRID,95.02,SECOND,2024,Not Available,Dealer,91976.43,tier 1
  Delhi  ,30.02,YAMAHA,FZ V3,304093,2021,358,petrol,25.98,First,2021,,INDIVIDUAL,219796.68,Tier 1
  Uttar Pradesh  ,62.01,  Hero  ,Xtreme 160R,105559,2020,788,hybrid,92.89,second owner,2023,  Not Available  ,Individual,83287.49,Tier 2
  Delhi  ,72.99,  Kawasaki  ,Z650,214753,2016,904,Electric,70.81,second owner,2021,Active,dealer,129604.39,Metro
gujarat,64.38,hero,Xtreme 160R,"₹118,213",2022,784,Hybrid,,THIRD,2023,NOT AVAILABLE,  Dealer  ,54569.86,Metro
West Bengal,52.86,Kawasaki,Versys 650,284043,2022,278,  Hybrid  ,94.6,2nd,2024,Not Available,  Individual  ,,Tier 2
Gujarat,76.17,KTM,Duke 200,91888,2019,698,  Electric  ,96.02,Second,2024,expired,Individual,57268.66,Tier 3
Gujarat,62.03,Royal Enfield,Interceptor 650,255739,2021,993,PETROL,33.98,Third,2021,EXPIRED,Dealer,182215.34,Tier 3
Maharashtra,30.37,TVS,Ronin,54095,2024,328,HYBRID,89.09,Third,2024,EXPIRED,dealer,37110.26,  Metro  
maharashtra,27.44,Royal Enfield,Interceptor 650,119041,2019,448,Electric,97.59,Second,2021,,INDIVIDUAL,,Metro
West Bengal,47.37,Bajaj,Platina 110,259953,2023,797,Hybrid,68.78,THIRD,2023,NOT AVAILABLE,Dealer,122045.04,Tier 2
WEST BENGAL,33.93,Hero,Glamour,398569,2022,950,Hybrid,60.88,second owner,2022,active,Individual,310844.97,  Metro  
Rajasthan,32.79,Bajaj,Dominar 400,361805,2022,975,ELECTRIC,,3rd,2023,Active,Individual,264542.65,Tier 2
WEST BENGAL,40.4,Bajaj,Platina 110,"₹316,871",2019,293,Electric,99.52,Third,2021,EXPIRED,individual,230325.21,Tier 3
maharashtra,66.02,Hero,Glamour,257651,2018,0,Electric,75.0,SECOND,2022,EXPIRED,Individual,166848.04,  Tier 2  
GUJARAT,55.7,HONDA,Dio,326765,2022,272,Hybrid,60.05,THIRD,2024,Active,Individual,250727.57,Tier 2
Punjab,74.78,Kawasaki,Vulcan S,115171,2023,613,PETROL,26.3,second owner,2023,ACTIVE,Individual,73422.51,tier 2
Maharashtra,68.07,KAWASAKI,Ninja 300,232551,2017,786,electric,67.31,2nd,2023,Not Available,DEALER,95243.86,Tier 2
West Bengal,27.56,Yamaha,Ray ZR,260797,2022,779,PETROL,54.8,First,2022,Not Available,Dealer,113577.5,METRO
Rajasthan,25.66,tvs,Apache RTR 160,192247,2024,674,Hybrid,97.84,2nd,2024,Not Available,individual,119681.44,TIER 3
MAHARASHTRA,57.71,Yamaha,MT-15,283036,2024,755,  Hybrid  ,72.66,SECOND,2024,,Dealer,144850.35,Tier 3
Madhya Pradesh,75.34,Kawasaki,Versys 650,180998,2022,236,HYBRID,69.25,SECOND,2022,  Active  ,dealer,,Tier 1
  Delhi  ,68.06,Hero,Xtreme 160R,138162,2020,376,ELECTRIC,86.91,second owner,2022,Active,Dealer,65702.89,Metro
West Bengal,27.47,Hero,Splendor Plus,62204,2019,262,ELECTRIC,90.34,3rd,2023,NOT AVAILABLE,Individual,47934.06,Tier 2
  Uttar Pradesh  ,19.4,Royal Enfield,Classic 350,326637,2023,469,Electric,94.84,third owner,2023,Expired,Dealer,221510.63,metro
Uttar Pradesh,26.18,Hero,Passion Pro,61948,2023,252,Petrol,56.52,1st,2023,Active,Dealer,43970.91,Tier 3
WEST BENGAL,15.01,Honda,CBR 650R,191638,2022,469,PETROL,25.14,first owner,2022,active,Individual,126985.56,Tier 3
  Punjab  ,27.94,  TVS  ,NTorq 125,312965,2020,763,Electric,89.56,2nd,2022,Expired,Individual,187801.13,Metro
  Madhya Pradesh  ,22.82,  Kawasaki  ,Z650,262697,2015,932,Petrol,33.21,third owner,2022,Active,Dealer,139746.72,Tier 2
punjab,5.29,Ktm,250 Duke,257702,2017,712,Hybrid,91.19,2nd,2024,Expired,  Individual  ,141534.57,  Tier 3  
  Delhi  ,78.49,honda,Unicorn,319184,2019,438,Hybrid,70.83,SECOND,2022,Active,Individual,174688.31,Metro
Uttar Pradesh,69.84,KTM,RC 390,186622,2017,546,Electric,71.67,Second,2021,EXPIRED,Individual,145013.34,Tier 3
Tamil Nadu,9.08,Hero,Glamour,346608,2023,839,PETROL,33.19,Second,2024,Expired,Individual,201219.94,tier 2
Delhi,74.84,kawasaki,Vulcan S,252154,2022,229,PETROL,44.33,3rd,2024,Not Available,Dealer,155492.92,Tier 1
KARNATAKA,40.32,royal enfield,Hunter 350,79686,2020,454,Petrol,37.37,THIRD,2024,Active,Individual,54761.67,METRO
MADHYA PRADESH,72.92,TVS,Sport,323987,2024,321,Hybrid,75.03,SECOND,2024,ACTIVE,INDIVIDUAL,155323.81,  Metro  
Tamil Nadu,74.87,kawasaki,Z650,344866,2023,885,HYBRID,93.39,2nd,2023,Not Available,Dealer,230824.44,tier 1
Madhya Pradesh,66.12,Royal Enfield,Himalayan,232367,2017,475,Hybrid,67.65,,2022,EXPIRED,Dealer,155813.49,  Tier 1  
Delhi,75.8,hero,Passion Pro,321346,2023,719,Petrol,41.55,first owner,2023,not available,  Dealer  ,197691.81,Tier 2
MADHYA PRADESH,18.76,Royal Enfield,Classic 350,220049,2019,110,petrol,39.91,Third,2021,EXPIRED,  Dealer  ,174463.78,Tier 1
West Bengal,74.92,  Hero  ,Glamour,102025,2023,173,  Hybrid  ,93.23,Second,2024,Expired,Individual,53694.45,Tier 2
Punjab,21.61,Ktm,250 Duke,306286,2023,359,HYBRID,86.96,second owner,2024,active,Dealer,178757.53,Metro
Uttar Pradesh,31.51,Royal Enfield,Hunter 350,198732,2023,946,Petrol,33.45,SECOND,2023,active,INDIVIDUAL,87317.61,Tier 1
West Bengal,70.3,KAWASAKI,Z650,239591,2024,701,petrol,53.69,3rd,2024,  Active  ,Dealer,129575.79,Metro
West Bengal,48.16,Yamaha,Fascino 125,"₹140,993",2022,382,  Hybrid  ,77.81,3rd,2022,  Not Available  ,INDIVIDUAL,,Tier 3
maharashtra,19.74,Yamaha,Fascino 125,243434,2024,643,  Petrol  ,34.44,FIRST,2024,Not Available,Individual,173334.67,  Tier 3  
West Bengal,24.24,Kawasaki,Ninja 400,73179,2022,600,Electric,81.03,first owner,2022,Not Available,Individual,56576.95,Tier 1
Madhya Pradesh,35.04,Ktm,250 Duke,206888,2024,123,petrol,54.37,Second,2024,Not Available,Individual,111489.01,Metro
west bengal,25.73,Honda,Activa,393048,2021,628,Hybrid,83.38,Third,2023,,dealer,302601.37,TIER 3
West Bengal,22.93,  Honda  ,Unicorn,156889,2020,316,  Petrol  ,46.51,Third,2024,Expired,  Dealer  ,71631.46,Tier 3
West Bengal,16.41,  TVS  ,Sport,302948,2017,898,Hybrid,99.35,2nd,2022,ACTIVE,individual,226375.43,Tier 2
Uttar Pradesh,12.38,tvs,Jupiter,310557,2022,700,Electric,80.66,SECOND,2023,  Expired  ,Individual,210425.72,Tier 3
  Rajasthan  ,47.96,Bajaj,CT 100,109314,2016,773,Petrol,58.48,Second,2022,not available,Dealer,75146.3,  Tier 2  
